candidateId,sourcePdf,sourcePage,matchType,existingQuestionIds,disposition,recommendedFollowUpGroup,questionTextEs
categoriab_2019_questions-021,categoriab.pdf,5,exact_spanish_tuple,b-fallback-061,duplicate,,"¿Cuál de las siguientes opciones representa a los usuarios de la vía, ordenados de más a menos vulnerable?"
categoriab_2019_questions-022,categoriab.pdf,5,exact_spanish_tuple,b-fallback-368,duplicate,,"¿A qué medio de transporte corresponden todos los siguientes beneficios: ecológico, saludable, económico y rápido?"
categoriab_2019_questions-023,categoriab.pdf,5,exact_spanish_tuple,b-fallback-069,duplicate,,¿Es aconsejable circular en bicicleta de esta manera?
categoriab_2019_questions-024,categoriab.pdf,6,exact_spanish_tuple,b-fallback-059,duplicate,,"En cuanto a su indumentaria, ¿cuál de los dos ciclistas presenta menor riesgo de sufrir un siniestro vial?"
categoriab_2019_questions-025,categoriab.pdf,6,exact_spanish_tuple,b-fallback-284,duplicate,,¿Se puede circular en bicicleta por esta vía?
categoriab_2019_questions-026,categoriab.pdf,7,exact_spanish_tuple,b-fallback-354,duplicate,,¿Qué se debe evitar al circular en bicicleta?
categoriab_2019_questions-027,categoriab.pdf,7,exact_spanish_tuple,b-fallback-366,duplicate,,¿Está permitido llevar carga en una bicicleta?
categoriab_2019_questions-028,categoriab.pdf,7,exact_spanish_tuple,b-fallback-058,duplicate,,"El ciclista, ¿tiene permitido llevar un pasajero?"
categoriab_2019_questions-029,categoriab.pdf,7,exact_spanish_tuple,b-fallback-228,duplicate,,¿Está permitido estacionar una bicicleta en este lugar?
categoriab_2019_questions-030,categoriab.pdf,8,exact_spanish_tuple,b-fallback-458,duplicate,,Un menor de 12 años puede circular en bicicleta por…
categoriab_2019_questions-031,categoriab.pdf,8,exact_spanish_tuple,b-fallback-425,duplicate,,¿Cuál es la velocidad máxima permitida para circular con una bicicleta con asistencia eléctrica?
categoriab_2019_questions-032,categoriab.pdf,8,question_text_only,b-fallback-130,ambiguous,manual_review_ambiguous_2019_variants,¿Qué distancia lateral debe dejar respecto de este ciclista en caso de querer adelantarlo?
categoriab_2019_questions-033,categoriab.pdf,9,exact_spanish_tuple,b-fallback-373,duplicate,,¿Por qué sector de una calle sin demarcación deben circular los ciclistas cuando no existen ciclovías o bicisendas?
categoriab_2019_questions-034,categoriab.pdf,9,exact_spanish_tuple,b-fallback-142,duplicate,,¿Por dónde tienen permitida la circulación los ciclistas mayores de 12 años?
categoriab_2019_questions-035,categoriab.pdf,10,exact_spanish_tuple,b-fallback-001,duplicate,,¿Qué indica esta seña?
categoriab_2019_questions-036,categoriab.pdf,11,exact_spanish_tuple,b-fallback-277,duplicate,,La circulación de un vehículo de dos ruedas suele ser más riesgosa porque...
categoriab_2019_questions-037,categoriab.pdf,11,question_text_only,b-fallback-036,ambiguous,manual_review_ambiguous_2019_variants,"Si usted pretende cruzar esta intersección, ¿hacia qué lado debe mirar?"
categoriab_2019_questions-038,categoriab.pdf,12,exact_spanish_tuple,b-fallback-272,duplicate,,"En esta situación, ¿es correcto que el vehículo avance?"
categoriab_2019_questions-039,categoriab.pdf,12,exact_spanish_tuple,b-fallback-174,duplicate,,"¿Cómo debe proceder, si al llegar a esta intersección, se desea continuar en línea recta?"
categoriab_2019_questions-040,categoriab.pdf,13,question_text_only,b-fallback-234,ambiguous,manual_review_ambiguous_2019_variants,"Desde el punto de vista del conductor frente a esta situación, ¿cuál es la acción adecuada?"
categoriab_2019_questions-041,categoriab.pdf,14,exact_spanish_tuple,b-fallback-279,duplicate,,"Frente a la siguiente situación, ¿qué actitud debe tomar usted como conductor?"
categoriab_2019_questions-042,categoriab.pdf,14,exact_spanish_tuple,b-fallback-038,duplicate,,"Si ud. es el conductor del vehículo, ¿qué conducta debe adoptar en la siguiente situación?"
categoriab_2019_questions-043,categoriab.pdf,16,exact_spanish_tuple,b-fallback-090,duplicate,,"Como conductor, observa que esta luz se encuentra intermitente, ¿qué debería esperar que haga el peatón?"
categoriab_2019_questions-044,categoriab.pdf,16,question_text_only,b-fallback-107,ambiguous,manual_review_ambiguous_2019_variants,¿Qué vehículos pueden circular por el carril señalizado en la imagen?
categoriab_2019_questions-045,categoriab.pdf,17,question_text_only,b-fallback-092,ambiguous,manual_review_ambiguous_2019_variants,"¿La autoridad de tránsito puede retener la licencia de conducir al conductor de un vehículo, que no sea colectivo o de emergencia, por encontrarse circulando por este carril?"
categoriab_2019_questions-046,categoriab.pdf,18,exact_spanish_tuple,b-fallback-298,duplicate,,¿Qué indica la señal horizontal que se encuentra demarcada sobre la calzada?
categoriab_2019_questions-047,categoriab.pdf,18,exact_spanish_tuple,b-fallback-438,duplicate,,"Si ud. circula en el carril contiguo al carril exclusivo del Metrobús y desea realizar un sobrepaso a otro vehículo que circula más lento, ¿puede utilizar el carril exclusivo para hacer esta maniobra?"
categoriab_2019_questions-048,categoriab.pdf,19,exact_spanish_tuple,b-fallback-302,duplicate,,¿Qué son los carriles exclusivos?
categoriab_2019_questions-049,categoriab.pdf,19,exact_spanish_tuple,b-fallback-223,duplicate,,"El auto señalizado con un círculo rojo, ¿tiene permitido girar a la derecha en el próximo cruce?"
categoriab_2019_questions-050,categoriab.pdf,19,exact_spanish_tuple,b-fallback-052,duplicate,,¿Qué significa la demarcación horizontal que se visualiza en la imagen?
categoriab_2019_questions-051,categoriab.pdf,20,exact_spanish_tuple,b-fallback-230,duplicate,,¿Qué indica la demarcación horizontal que se visualiza en la imagen?
categoriab_2019_questions-052,categoriab.pdf,20,exact_spanish_tuple,b-fallback-167,duplicate,,La siguiente imagen corresponde a:
categoriab_2019_questions-053,categoriab.pdf,21,exact_spanish_tuple,b-fallback-369,duplicate,,"Las intervenciones horizontales señaladas, sirven para…"
categoriab_2019_questions-054,categoriab.pdf,21,exact_spanish_tuple,b-fallback-408,duplicate,,¿Cómo se denomina la intervención de color amarillo que se visualiza en la imagen?
categoriab_2019_questions-055,categoriab.pdf,22,exact_spanish_tuple,b-fallback-320,duplicate,,¿Para qué sirve la demarcación horizontal de color amarillo que se visualiza en la imagen?
categoriab_2019_questions-056,categoriab.pdf,22,exact_spanish_tuple,b-fallback-274,duplicate,,La señal que está presente en la imagen corresponde a las informativas que orientan al peatón.
categoriab_2019_questions-057,categoriab.pdf,23,exact_spanish_tuple,b-fallback-020,duplicate,,En la imagen se muestra un cruce exclusivo para ciclistas.
categoriab_2019_questions-058,categoriab.pdf,23,exact_spanish_tuple,b-fallback-008,duplicate,,¿Qué indica el siguiente cruce verde en las intersecciones?
categoriab_2019_questions-059,categoriab.pdf,24,exact_spanish_tuple,b-fallback-294,duplicate,,¿Qué indica esta demarcación horizontal verde?
categoriab_2019_questions-060,categoriab.pdf,24,exact_spanish_tuple,b-fallback-426,duplicate,,¿Cuál de las siguientes imágenes muestra una bicisenda?
categoriab_2019_questions-061,categoriab.pdf,25,exact_spanish_tuple,b-fallback-168,duplicate,,¿Cuál de las siguientes imágenes muestra una ciclovía?
categoriab_2019_questions-062,categoriab.pdf,25,exact_spanish_tuple,b-fallback-037,duplicate,,¿Cuál es la principal diferencia entre bicisendas y ciclovías?
categoriab_2019_questions-063,categoriab.pdf,25,exact_spanish_tuple,b-fallback-337,duplicate,,¿Qué es una ciclovía?
categoriab_2019_questions-064,categoriab.pdf,26,exact_spanish_tuple,b-fallback-276,duplicate,,¿Qué debe hacer usted si su vehículo queda inmovilizado en un túnel?
categoriab_2019_questions-065,categoriab.pdf,26,exact_spanish_tuple,b-fallback-108,duplicate,,"En caso de participar de un siniestro vial en una avenida, es recomendable señalizar la zona para que no se produzcan más incidentes viales."
categoriab_2019_questions-066,categoriab.pdf,26,exact_spanish_tuple,b-fallback-388,duplicate,,"En caso de un siniestro vial en este tipo de calle, ¿cómo es recomendable señalizar la zona del vehículo inmovilizado?"
categoriab_2019_questions-067,categoriab.pdf,27,exact_spanish_tuple,b-fallback-263,duplicate,,"En el caso de que un vehículo quede inmovilizado por un siniestro vial o desperfecto mecánico en los carriles marcados de esta vía, ¿qué es recomendable hacer?"
categoriab_2019_questions-068,categoriab.pdf,27,exact_spanish_tuple,b-fallback-151,duplicate,,"En caso de un siniestro vial o desperfecto mecánico, ¿qué es recomendable hacer cuando el vehículo queda inmovilizado en el sector señalado?"
categoriab_2019_questions-069,categoriab.pdf,28,exact_spanish_tuple,b-fallback-406,duplicate,,"En un procedimiento judicial de un siniestro vial, al ser convocados en carácter de testigo, no es obligatorio presentarse a declarar en la Fiscalía correspondiente."
categoriab_2019_questions-070,categoriab.pdf,28,exact_spanish_tuple,b-fallback-434,duplicate,,"La persona que se da a la fuga en un siniestro vial, dejando a alguien herido, puede ser juzgada por el delito de abandono de persona."
categoriab_2019_questions-071,categoriab.pdf,28,exact_spanish_tuple,b-fallback-235,duplicate,,"En caso de participar de un siniestro vial, ¿de cuánto tiempo se dispone para dar aviso sobre el hecho a la compañía aseguradora del vehículo?"
categoriab_2019_questions-072,categoriab.pdf,28,exact_spanish_tuple,b-fallback-328,duplicate,,"En caso de participar en un siniestro vial, en el que resultaron personas heridas, el personal policial que acuda al lugar se encargará de preservar la escena del hecho, brindando los medios para que los servicios de emergencia atiendan a los heridos y resguardando los vehículos y otras pruebas del incidente para una adecuada resolución del caso."
categoriab_2019_questions-073,categoriab.pdf,28,exact_spanish_tuple,b-fallback-003,duplicate,,"En caso de participar en un siniestro vial, ¿qué es recomendable hacer como primer paso?"
categoriab_2019_questions-074,categoriab.pdf,28,exact_spanish_tuple,b-fallback-307,duplicate,,"En caso de siniestro, el orden de actuación recomendado es…"
categoriab_2019_questions-075,categoriab.pdf,28,exact_spanish_tuple,b-fallback-447,duplicate,,¿Cuáles son los números de emergencia que todo usuario de la vía pública debe conocer con el objetivo de poder llamar y pedir ayuda ante el acontecimiento de algún incidente?
categoriab_2019_questions-076,categoriab.pdf,29,exact_spanish_tuple,b-fallback-062,duplicate,,"En caso de participar en un siniestro vial, es recomendable que quien llame por teléfono al servicio de emergencias (107), indique con claridad:"
categoriab_2019_questions-077,categoriab.pdf,29,exact_spanish_tuple,b-fallback-253,duplicate,,¿Qué obligaciones impone la ley a aquel conductor que participe de un siniestro?
categoriab_2019_questions-078,categoriab.pdf,29,exact_spanish_tuple,b-fallback-199,duplicate,,¿Quién es el responsable civil por un incidente de tránsito producido por un menor de edad poseedor de una licencia de conducir?
categoriab_2019_questions-079,categoriab.pdf,29,exact_spanish_tuple,b-fallback-351,duplicate,,"En materia de Responsabilidad Civil, ¿qué es lo que se considera como factor determinante para dar inicio a una demanda?"
categoriab_2019_questions-080,categoriab.pdf,29,exact_spanish_tuple,b-fallback-023,duplicate,,"Frente a un incidente de tránsito, ¿puede transferirse la Responsabilidad Penal del conductor de un vehículo al dueño del mismo?"
categoriab_2019_questions-081,categoriab.pdf,29,exact_spanish_tuple,b-fallback-146,duplicate,,"En un incidente de tránsito, ¿qué significa que el conductor sea considerado responsable por negligencia?"
categoriab_2019_questions-082,categoriab.pdf,30,exact_spanish_tuple,b-fallback-201,duplicate,,"Frente a un control de tránsito en CABA, si la autoridad realiza una infracción ante una falta cometida por un conductor, ¿dónde puede efectuarse el pago de la multa por dicha infracción"
categoriab_2019_questions-083,categoriab.pdf,30,exact_spanish_tuple,b-fallback-218,duplicate,,"Al tener la licencia vencida, ¿por cuánto tiempo puede seguir conduciendo sin estar en infracción?"
categoriab_2019_questions-084,categoriab.pdf,30,exact_spanish_tuple,b-fallback-157,duplicate,,"En caso de comprobar una falta, ¿puede un agente de tránsito retener la licencia de conducir?"
categoriab_2019_questions-085,categoriab.pdf,30,exact_spanish_tuple,b-fallback-395,duplicate,,"Cuando se vence la licencia de conducir, ¿cuánto tiempo puede transcurrir para su renovación antes de que se necesite tramitarla como si fuese un otorgamiento?"
categoriab_2019_questions-086,categoriab.pdf,30,exact_spanish_tuple,b-fallback-145,duplicate,,¿Cuánto dura en su totalidad la condición de principiante?
categoriab_2019_questions-087,categoriab.pdf,30,exact_spanish_tuple,b-fallback-456,duplicate,,"Con esta documentación, ¿quién está autorizado a conducir el vehículo?"
categoriab_2019_questions-088,categoriab.pdf,31,exact_spanish_tuple,b-fallback-309,duplicate,,¿Cuántas “cédulas para autorizados a conducir” podrán otorgarse para un mismo vehículo?
categoriab_2019_questions-089,categoriab.pdf,31,exact_spanish_tuple,b-fallback-024,duplicate,,¿Se puede manejar un vehículo con “cédula para autorizado a conducir” a nombre de otra persona?
categoriab_2019_questions-090,categoriab.pdf,31,exact_spanish_tuple,b-fallback-432,duplicate,,El certificado del seguro de responsabilidad civil es obligatorio llevarlo ÚNICAMENTE cuando se conduce por vías interurbanas.
categoriab_2019_questions-091,categoriab.pdf,31,exact_spanish_tuple,b-fallback-173,duplicate,,"Todo vehículo debe estar cubierto por un seguro, ¿qué daños mínimamente debe cubrir?"
categoriab_2019_questions-092,categoriab.pdf,31,exact_spanish_tuple,b-fallback-433,duplicate,,¿Está permitido circular con la placa de dominio de este modo?
categoriab_2019_questions-093,categoriab.pdf,32,exact_spanish_tuple,b-fallback-226,duplicate,,"Al sufrir la pérdida de la placa de dominio de un vehículo, ¿dónde se puede solicitar su reposición?"
categoriab_2019_questions-094,categoriab.pdf,32,exact_spanish_tuple,b-fallback-027,duplicate,,"La ubicación y posición de las placas de dominio del vehículo, ¿puede sufrir algún tipo de modificación?"
categoriab_2019_questions-095,categoriab.pdf,32,exact_spanish_tuple,b-fallback-143,duplicate,,¿Cuál es el objetivo de la Verificación Técnica Vehicular?
categoriab_2019_questions-096,categoriab.pdf,32,exact_spanish_tuple,b-fallback-078,duplicate,,¿Cuál de las siguientes opciones está directamente vinculada a la prevención y reducción de siniestros viales?
categoriab_2019_questions-097,categoriab.pdf,32,exact_spanish_tuple,b-fallback-135,duplicate,,"Según Ley N°2265, ¿Cuándo debe realizar la primer VTV un automóvil 0km radicado en CABA?"
categoriab_2019_questions-098,categoriab.pdf,32,exact_spanish_tuple,b-fallback-072,duplicate,,"En el caso de tener que realizar una reverificación de la VTV, por motivos de una desaprobación original, ¿cuál es el plazo de tiempo para que ésta sea gratuita?"
categoriab_2019_questions-099,categoriab.pdf,33,exact_spanish_tuple,b-fallback-114,duplicate,,¿Cuál dígito de la siguiente placa de dominio indica el mes en que se debe realizar la Verificación Técnica Vehicular?
categoriab_2019_questions-100,categoriab.pdf,33,exact_spanish_tuple,b-fallback-259,duplicate,,¿En qué mes del año debe realizar la Verificación Técnica Vehicular el vehículo que porte esta placa de dominio?
categoriab_2019_questions-101,categoriab.pdf,33,exact_spanish_tuple,b-fallback-214,duplicate,,¿En qué mes del año debe realizar la Verificación Técnica Vehicular el vehículo que porte esta placa de dominio?
categoriab_2019_questions-102,categoriab.pdf,34,exact_spanish_tuple,b-fallback-243,duplicate,,"Según el Sistema de Evaluación Permanente de Conductores (Scoring), ¿cuántos puntos se otorgan al conductor que obtiene la licencia de conducir por primera vez?"
categoriab_2019_questions-103,categoriab.pdf,34,exact_spanish_tuple,b-fallback-367,duplicate,,¿En qué consiste el Sistema de Evaluación Permanente de Conductores (Scoring)?
categoriab_2019_questions-104,categoriab.pdf,34,exact_spanish_tuple,b-fallback-152,duplicate,,¿Consumir cuál de estas sustancias pueden afectar la capacidad para conducir?
categoriab_2019_questions-105,categoriab.pdf,34,exact_spanish_tuple,b-fallback-355,duplicate,,La persona que conduce bajo los efectos de estupefacientes…
categoriab_2019_questions-106,categoriab.pdf,34,exact_spanish_tuple,b-fallback-224,duplicate,,¿Cuál de estas sustancias pueden afectar negativamente la capacidad de conducir?
categoriab_2019_questions-107,categoriab.pdf,34,exact_spanish_tuple,b-fallback-321,duplicate,,"El consumo de medicamentos, ¿puede afectar la capacidad de conducir?"
categoriab_2019_questions-108,categoriab.pdf,34,exact_spanish_tuple,b-fallback-067,duplicate,,"Por los efectos que provoca, el consumo de drogas ilegales no está permitido al momento de conducir; mientras que las drogas legales nunca afectan negativamente la capacidad de conducir."
categoriab_2019_questions-109,categoriab.pdf,35,exact_spanish_tuple,b-fallback-257,duplicate,,"Cuando se consume alcohol, ¿se pueden producir alteraciones en la visión?"
categoriab_2019_questions-110,categoriab.pdf,35,exact_spanish_tuple,b-fallback-215,duplicate,,"Una vez que dejó de ingerir alcohol, ¿qué sucede con la concentración de alcohol que tiene en su organismo?"
categoriab_2019_questions-111,categoriab.pdf,35,exact_spanish_tuple,b-fallback-025,duplicate,,"Consumir cerveza influye en la conducción de un vehículo, haciendo que el conductor reduzca su capacidad de reacción y aumentando el tiempo necesario para responder ante un estímulo."
categoriab_2019_questions-112,categoriab.pdf,35,exact_spanish_tuple,b-fallback-075,duplicate,,Conducir al día siguiente de una noche de consumo excesivo de alcohol es riesgoso porque:
categoriab_2019_questions-113,categoriab.pdf,35,exact_spanish_tuple,b-fallback-310,duplicate,,¿La resaca tiene efectos en el organismo que puedan afectar la conducción?
categoriab_2019_questions-114,categoriab.pdf,35,exact_spanish_tuple,b-fallback-431,duplicate,,¿Es peligroso conducir con resaca?
categoriab_2019_questions-115,categoriab.pdf,36,exact_spanish_tuple,b-fallback-322,duplicate,,"Si un conductor de un automóvil particular obtiene el siguiente resultado en un control de alcoholemia realizado en la Ciudad Autónoma de Buenos Aires, ¿cómo debe proceder la autoridad de control de tránsito?"
categoriab_2019_questions-116,categoriab.pdf,36,exact_spanish_tuple,b-fallback-044,duplicate,,"Si el conductor de un vehículo se niega a realizar este test, ¿constituye ésto una falta?"
categoriab_2019_questions-117,categoriab.pdf,37,exact_spanish_tuple,b-fallback-270,duplicate,,"Frente a la negativa por parte del conductor a realizar una prueba de alcoholemia, ¿el agente de control podrá prohibirle continuar conduciendo?"
categoriab_2019_questions-118,categoriab.pdf,37,exact_spanish_tuple,b-fallback-117,duplicate,,"De acuerdo al siguiente símbolo, ¿por cuánto tiempo tiene prohibido conducir con más de 0,0 gramos de alcohol por litro de sangre el conductor de este vehículo?"
categoriab_2019_questions-119,categoriab.pdf,37,exact_spanish_tuple,b-fallback-446,duplicate,,"De acuerdo al símbolo que exhibe, ¿cuál es el nivel máximo de alcoholemia admitido para el conductor de este vehículo?"
categoriab_2019_questions-120,categoriab.pdf,38,exact_spanish_tuple,b-fallback-203,duplicate,,¿Cuál es el nivel máximo de alcoholemia admitido para el conductor del vehículo que se visualiza en la imagen?
categoriab_2019_questions-121,categoriab.pdf,38,exact_spanish_tuple,b-fallback-435,duplicate,,¿Cada cuánto tiempo es recomendable parar si se realiza un viaje largo?
categoriab_2019_questions-122,categoriab.pdf,38,exact_spanish_tuple,b-fallback-086,duplicate,,"Si se va a conducir por un largo tiempo, lo recomendable es dormir la noche anterior..."
categoriab_2019_questions-123,categoriab.pdf,38,exact_spanish_tuple,b-fallback-286,duplicate,,¿Estar 17 horas despierto provoca tener el mismo nivel de reacción que una persona con un nivel de alcohol en sangre mayor al permitido por Ley?
categoriab_2019_questions-124,categoriab.pdf,38,exact_spanish_tuple,b-fallback-122,duplicate,,El cansancio puede verse inducido por ingerir:
categoriab_2019_questions-125,categoriab.pdf,39,exact_spanish_tuple,b-fallback-204,duplicate,,¿Cuáles de éstos son los síntomas que advierten sobre la fatiga en la conducción?
categoriab_2019_questions-126,categoriab.pdf,39,exact_spanish_tuple,b-fallback-437,duplicate,,"Un conductor principiante, ¿puede sentirse más fácilmente fatigado?"
categoriab_2019_questions-127,categoriab.pdf,39,exact_spanish_tuple,b-fallback-404,duplicate,,¿Por qué es peligroso conducir cansado?
categoriab_2019_questions-128,categoriab.pdf,39,exact_spanish_tuple,b-fallback-245,duplicate,,¿Qué consecuencias tiene conducir habiendo dormido pocas horas previamente?
categoriab_2019_questions-129,categoriab.pdf,39,exact_spanish_tuple,b-fallback-073,duplicate,,"Para evitar o retrasar la aparición de la fatiga, es aconsejable que el conductor:"
categoriab_2019_questions-130,categoriab.pdf,39,exact_spanish_tuple,b-fallback-209,duplicate,,"¿Puede afectar negativamente la conducción, si el acompañante comienza una discusión con el conductor o con otra persona de la vía pública?"
categoriab_2019_questions-131,categoriab.pdf,39,exact_spanish_tuple,b-fallback-364,duplicate,,"Bajo los efectos del estrés, la conducción se vuelve:"
categoriab_2019_questions-132,categoriab.pdf,39,exact_spanish_tuple,b-fallback-033,duplicate,,El estrés no necesariamente puede alterar las capacidades para conducir de manera segura.
categoriab_2019_questions-133,categoriab.pdf,40,exact_spanish_tuple,b-fallback-401,duplicate,,¿Cuál es el tiempo promedio de reacción de un conductor desde que percibe un peligro hasta que acciona el freno?
categoriab_2019_questions-134,categoriab.pdf,40,exact_spanish_tuple,b-fallback-175,duplicate,,"Durante esta situación, ¿es riesgoso que el conductor utilice el teléfono celular?"
categoriab_2019_questions-135,categoriab.pdf,40,exact_spanish_tuple,b-fallback-392,duplicate,,¿Cuál de estos sistemas de comunicación telefónica no es considerado riesgoso al momento de conducir un vehículo?
categoriab_2019_questions-136,categoriab.pdf,41,exact_spanish_tuple,b-fallback-334,duplicate,,"La siguiente acción del conductor, ¿es considerada un factor de riesgo?"
categoriab_2019_questions-137,categoriab.pdf,41,exact_spanish_tuple,b-fallback-441,duplicate,,La siguiente acción del conductor es riesgosa porque:
categoriab_2019_questions-138,categoriab.pdf,42,exact_spanish_tuple,b-fallback-217,duplicate,,¿Se encuentra prohibida la acción de la persona señalada con el círculo rojo?
categoriab_2019_questions-139,categoriab.pdf,42,exact_spanish_tuple,b-fallback-405,duplicate,,"Si un conductor necesita realizar una llamada de urgencia con el teléfono celular, ¿qué debe hacer para no generar una situación de riesgo en la vía pública?"
categoriab_2019_questions-140,categoriab.pdf,42,exact_spanish_tuple,b-fallback-374,duplicate,,"La presente conducta, ¿es riesgosa al momento de conducir?"
categoriab_2019_questions-141,categoriab.pdf,43,exact_spanish_tuple,b-fallback-258,duplicate,,La acción que se presenta en la imagen es considerada riesgosa para la conducción de un vehículo.
categoriab_2019_questions-142,categoriab.pdf,43,exact_spanish_tuple,b-fallback-237,duplicate,,La acción que realiza el conductor en la imagen es riesgosa para la conducción.
categoriab_2019_questions-143,categoriab.pdf,44,exact_spanish_tuple,b-fallback-229,duplicate,,¿Cuáles de las siguientes acciones son consideradas factores de distracción cuando se conduce un vehículo?
categoriab_2019_questions-144,categoriab.pdf,44,exact_spanish_tuple,b-fallback-444,duplicate,,Indique el orden de prioridad normativo que debe respetar (de mayor a menor jerarquía):
categoriab_2019_questions-145,categoriab.pdf,44,exact_spanish_tuple,b-fallback-311,duplicate,,"Si al llegar a un cruce se presentan estas 3 señales, ¿cuál de ellas tiene prioridad normativa por sobre las demás?"
categoriab_2019_questions-146,categoriab.pdf,45,exact_spanish_tuple,b-fallback-246,duplicate,,"Como conductor, ¿qué debe realizar frente a la siguiente situación?"
categoriab_2019_questions-147,categoriab.pdf,45,exact_spanish_tuple,b-fallback-338,duplicate,,¿Qué está indicando el agente de tránsito al realizar esta señal a un conductor?
categoriab_2019_questions-148,categoriab.pdf,46,exact_spanish_tuple,b-fallback-105,duplicate,,Los Agentes de Tránsito pueden proceder a la detención de un vehículo únicamente con la presencia de personal policial.
categoriab_2019_questions-149,categoriab.pdf,46,exact_spanish_tuple,b-fallback-347,duplicate,,"Si al circular por una vía y la persona señalada le indica detenerse, ¿está obligado usted a obedecer?"
categoriab_2019_questions-150,categoriab.pdf,46,exact_spanish_tuple,b-fallback-050,duplicate,,"Si se encuentra en esta situación y el personal ferroviario le indica que avance, ¿qué debe hacer?"
categoriab_2019_questions-151,categoriab.pdf,47,exact_spanish_tuple,b-fallback-291,duplicate,,¿Qué indican las señales transitorias naranjas ubicadas en la calzada de la presente imagen?
categoriab_2019_questions-152,categoriab.pdf,47,exact_spanish_tuple,b-fallback-313,duplicate,,"Las señales transitorias señalizan la ejecución de trabajos de construcción y mantenimiento en la vía, o en zonas próximas a las mismas:"
